,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,lname,sorted_date
367558,41540906,AI FIORI,MANHATTAN,400,5 AVENUE,10018.0,2126138660,Italian,03/22/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,A,03/22/2016,08/28/2017,Cycle Inspection / Initial Inspection,ai fiori,2016-03-22
146987,41540906,AI FIORI,MANHATTAN,400,5 AVENUE,10018.0,2126138660,Italian,05/05/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,A,05/05/2017,08/28/2017,Cycle Inspection / Initial Inspection,ai fiori,2017-05-05
338058,41540906,AI FIORI,MANHATTAN,400,5 AVENUE,10018.0,2126138660,Italian,05/05/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,A,05/05/2017,08/28/2017,Cycle Inspection / Initial Inspection,ai fiori,2017-05-05
218093,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,10/09/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2014-10-09
223413,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,10/09/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2014-10-09
318093,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,10/09/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2014-10-09
380216,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,10/09/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2014-10-09
218815,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,10/27/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,10/27/2014,08/28/2017,Cycle Inspection / Re-inspection,almond,2014-10-27
254516,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,10/27/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,A,10/27/2014,08/28/2017,Cycle Inspection / Re-inspection,almond,2014-10-27
82412,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,04/27/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2015-04-27
273854,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,04/27/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2015-04-27
396280,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,04/27/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2015-04-27
321937,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,05/19/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,8.0,A,05/19/2015,08/28/2017,Cycle Inspection / Re-inspection,almond,2015-05-19
367494,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,05/19/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,05/19/2015,08/28/2017,Cycle Inspection / Re-inspection,almond,2015-05-19
74302,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,01/06/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2016-01-06
135894,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,01/06/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2016-01-06
58542,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,01/26/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14.0,B,01/26/2016,08/28/2017,Cycle Inspection / Re-inspection,almond,2016-01-26
112984,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,01/26/2016,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,14.0,B,01/26/2016,08/28/2017,Cycle Inspection / Re-inspection,almond,2016-01-26
146870,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,01/26/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,14.0,B,01/26/2016,08/28/2017,Cycle Inspection / Re-inspection,almond,2016-01-26
177389,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,01/26/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14.0,B,01/26/2016,08/28/2017,Cycle Inspection / Re-inspection,almond,2016-01-26
21210,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,09/13/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2016-09-13
72518,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,09/13/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2016-09-13
125012,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,09/13/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,22.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2016-09-13
126443,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,09/13/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,22.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2016-09-13
286943,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,09/13/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22.0,,,08/28/2017,Cycle Inspection / Initial Inspection,almond,2016-09-13
708,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,10/03/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,A,10/03/2016,08/28/2017,Cycle Inspection / Re-inspection,almond,2016-10-03
160644,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,10/03/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11.0,A,10/03/2016,08/28/2017,Cycle Inspection / Re-inspection,almond,2016-10-03
297383,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,10/03/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,10/03/2016,08/28/2017,Cycle Inspection / Re-inspection,almond,2016-10-03
34325,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,11/28/2016,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,08/28/2017,Administrative Miscellaneous / Initial Inspection,almond,2016-11-28
2053,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,05/31/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,05/31/2017,08/28/2017,Cycle Inspection / Initial Inspection,almond,2017-05-31
264492,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,05/31/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,11.0,A,05/31/2017,08/28/2017,Cycle Inspection / Initial Inspection,almond,2017-05-31
278909,40966216,ALMOND,MANHATTAN,12,EAST   22 STREET,10010.0,2122287557,French,05/31/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,05/31/2017,08/28/2017,Cycle Inspection / Initial Inspection,almond,2017-05-31
53087,50005954,ALTESI RISTORANTE,MANHATTAN,26,E 64TH ST,10065.0,2123552088,Italian,07/16/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4.0,A,07/16/2014,08/28/2017,Cycle Inspection / Initial Inspection,altesi ristorante,2014-07-16
219234,50005954,ALTESI RISTORANTE,MANHATTAN,26,E 64TH ST,10065.0,2123552088,Italian,07/16/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,07/16/2014,08/28/2017,Cycle Inspection / Initial Inspection,altesi ristorante,2014-07-16
128979,50005954,ALTESI RISTORANTE,MANHATTAN,26,E 64TH ST,10065.0,2123552088,Italian,06/24/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,06/24/2015,08/28/2017,Cycle Inspection / Initial Inspection,altesi ristorante,2015-06-24
